Task ID,Task Name,Task Object Name,Task Type,Task Run ID,Project Name,Folder Name,Org ID,Environment ID,Environment,Cores Used,Start Time,End Time,Status,Metered Value,Audit Time,OBM Task Time(s)
000QML0Z0000000001KD,taskflow_bpel_issue,,MTT,1,Ramanuja,,80bTjaasFejbEkQynNFnyT,1ICkurTdk44eFS8SCRkGQf,JJ_Windows,0.0,2024-05-31 07:02:27.0,2024-05-31 07:02:56.0,SUCCESS,0.008056,2024-05-31 07:02:56.0,0
000QML0Z0000000001KD,taskflow_bpel_issue,,MTT,2,Ramanuja,,80bTjaasFejbEkQynNFnyT,1ICkurTdk44eFS8SCRkGQf,JJ_Windows,0.0,2024-05-31 07:03:16.0,2024-05-31 07:03:28.0,SUCCESS,0.003333,2024-05-31 07:03:28.0,0
000QML0Z0000000001KD,taskflow_bpel_issue,,MTT,3,Ramanuja,,80bTjaasFejbEkQynNFnyT,1ICkurTdk44eFS8SCRkGQf,JJ_Windows,0.0,2024-05-31 07:03:35.0,2024-05-31 07:03:46.0,SUCCESS,0.003056,2024-05-31 07:03:46.0,0
000QML0Z0000000001IQ,VGN_MSDCRM_Write_Mapping74_test,,MTT_TEST,54,vihasitha_test,,80bTjaasFejbEkQynNFnyT,3wtAMqArHpjdihnAbf7tiM,vg_windows_local,1.542426645519429,2024-06-10 04:49:44.0,2024-06-10 04:53:14.0,WARNING,0.058333,2024-06-10 04:53:14.0,0
000QML0Z0000000001IQ,VGN_MSDCRM_Write_Mapping74_test,,MTT_TEST,55,vihasitha_test,,80bTjaasFejbEkQynNFnyT,3wtAMqArHpjdihnAbf7tiM,vg_windows_local,1.6675262844673675,2024-06-10 05:06:02.0,2024-06-10 05:09:43.0,WARNING,0.061389,2024-06-10 05:09:42.0,0
000QML0Z0000000001IQ,VGN_MSDCRM_Write_Mapping74_test,,MTT_TEST,58,vihasitha_test,,80bTjaasFejbEkQynNFnyT,3wtAMqArHpjdihnAbf7tiM,vg_windows_local,1.3736852550109149,2024-06-10 08:50:09.0,2024-06-10 08:56:24.0,WARNING,0.104167,2024-06-10 08:56:23.0,0
000QML0Z0000000001KE,VGN_FFtoFF_MappingTask,,MTT,1,vihasitha_test,,80bTjaasFejbEkQynNFnyT,1QO6mK4AcQFdVOzuNNpsEH,vg-linux-vm.informatica.com,0.0,2024-06-10 15:12:31.0,2024-06-10 15:12:50.0,SUCCESS,0.005278,2024-06-10 15:12:50.0,0
000QML0Z0000000001IQ,VGN_MSDCRM_Write_Mapping74_test,,MTT_TEST,59,vihasitha_test,,80bTjaasFejbEkQynNFnyT,3wtAMqArHpjdihnAbf7tiM,vg_windows_local,1.54733492442323,2024-06-11 07:00:39.0,2024-06-11 07:05:22.0,WARNING,0.078611,2024-06-11 07:05:22.0,0
000QML0Z0000000001IQ,VGN_MSDCRM_Write_Mapping74_test,,MTT_TEST,60,vihasitha_test,,80bTjaasFejbEkQynNFnyT,3wtAMqArHpjdihnAbf7tiM,vg_windows_local,1.4521497919556172,2024-06-11 09:21:05.0,2024-06-11 09:26:29.0,WARNING,0.09,2024-06-11 09:26:29.0,0
000QML0Z0000000001IQ,VGN_MSDCRM_Write_Mapping74_test,,MTT_TEST,61,vihasitha_test,,80bTjaasFejbEkQynNFnyT,3wtAMqArHpjdihnAbf7tiM,vg_windows_local,1.574011523941983,2024-06-11 09:40:20.0,2024-06-11 09:44:08.0,WARNING,0.063333,2024-06-11 09:44:08.0,0
